table_id,time_quantum,processes
690,4,"3.9,5.7,6;6.2,10.8,6;5.0,5.1,7;2.1,2.4,5;2.9,13.3,7;4.5,14.1,7;7.7,9.3,3;2.2,13.4,6;1.5,8.0,7;4.6,1.0,7;3.9,9.7,6;5.2,14.2,3;0,3.5,6;4.2,3.2,7"
691,,"0,5.1,5;0,5.6,5;0,5.8,5;0,5.7,5;0,5.3,5;0,6.1,5;0,5.3,5;0,5.3,5;0,5.4,5"
692,4,"6.0,3.6,9;10.0,0.7,6;0.0,5.7,8;1.2,5.9,3;8.9,0.9,1;9.1,3.8,8;7.0,3.1,1;6.9,2.1,5;6.3,0.8,2;5.9,1.7,5;0.5,1.7,9;5.5,0.7,9;3.2,1.7,10;0.7,1.7,2;4.8,3.0,3;3.4,1.6,4;6.8,1.1,10;7.1,0.9,2;5.9,1.3,4;4.5,2.3,1"
693,1,"10.0,0.5,9;6.2,1.0,7;2.2,5.2,1;5.2,1.6,4;7.9,1.5,10;8.4,1.5,2"
694,1,"7.3,1.0,1;1.6,1.0,9;3.9,3.3,5;5.7,1.3,6;0.2,3.3,2;8.9,1.4,3"
695,4,"2.6,6.2,5;8.1,4.6,1;2.6,0.6,10;0.4,4.2,6;3.7,0.6,1;3.1,2.0,4;6.2,1.1,10;6.7,2.5,8;10.0,2.3,10;2.6,2.7,7;7.2,1.8,6;2.4,2.2,9;1.2,10.2,6;4.2,0.8,7;8.2,1.6,8"
696,2,"2.1,4.0,7;1.7,12.9,6;3.8,12.9,3;0.8,12.7,5;4.9,10.8,3;0,13.9,3;0.1,11.2,7"
697,4,"6.1,0.6,9;1.9,3.5,3;2.3,1.0,1;4.8,1.2,2;4.3,1.5,5;6.6,1.1,6;2.8,1.9,7"
698,2,"0,11.1,7;0.8,4.2,6;0,8.1,4;4.2,2.0,6;1.5,5.0,3"
699,,"0,10.1,5;0,10.3,5;0,10.8,5;0,12.2,5;0,11.2,5;0,11.1,5"
700,3,"1.1,13.4,4;0.1,10.5,5;0,11.9,7;1.7,4.2,7;1.5,10.7,7;0,15.0,7;0,11.0,4;1.1,14.0,5;1.4,4.1,3;1.7,10.6,5;2.4,7.5,7;0.5,12.2,5"
701,2,"16.1,6.2,6;2.2,1.9,8;18.3,9.7,5;14.5,2.9,10;4.0,7.3,6;8.2,3.2,9;4.3,2.2,10;3.6,4.1,5;13.9,2.2,10;15.1,7.5,6;0.7,1.7,9;12.0,5.1,7;13.3,2.3,8;13.9,8.5,10;14.8,2.4,1;2.8,9.4,7;5.4,7.3,5;9.5,9.6,10;17.0,7.4,7"
702,4,"4.5,12.1,6;3.7,5.2,3;4.9,12.8,6;1.5,11.2,5;6.0,14.4,5;2.9,1.4,6;3.1,9.4,7"
703,4,"3.3,5.1,3;4.8,12.2,7;3.4,8.2,6;5.3,1.9,7;3.5,2.6,4;4.9,9.4,6;3.3,10.3,3;1.2,8.8,6;5.5,9.3,4;6.9,13.7,7;0,14.3,7;3.9,12.0,4;2.3,6.0,6;4.6,5.9,3;4.3,2.7,4;6.4,12.5,3;2.7,4.0,6;0,14.0,7"
704,1,"9.5,0.7,1;1.8,1.1,2;3.8,2.8,1;0.4,0.7,8;7.3,0.7,9;0.7,2.1,7;9.6,0.6,6;1.9,6.1,3;9.0,1.9,6;7.4,2.3,9;8.1,3.1,1"
705,1,"9.7,10.0,6;14.7,4.5,1;6.3,3.4,5;10.0,7.3,9;4.7,8.8,6;5.4,5.2,9;1.6,3.7,10"
706,3,"5.7,4.0,6;4.2,7.7,7;1.7,2.4,9;6.9,1.6,1;9.8,3.1,2;1.6,4.4,2;8.2,1.0,6"
707,2,"14.8,8.3,6;1.0,3.8,7;13.8,3.1,6;19.9,9.5,8;9.6,8.3,9;10.7,5.1,5;16.6,5.9,6;4.8,5.0,8;3.3,3.4,5;5.2,7.3,1;19.6,5.9,6;15.9,8.1,7;0.9,3.2,8;6.6,4.6,7;17.6,2.4,6"
708,1,"6.0,1.2,3;9.4,1.1,3;5.2,2.2,8;6.2,1.2,10;6.1,4.2,10;3.1,1.7,6;0.2,0.7,8;2.6,3.4,5;7.5,2.5,8;2.6,2.7,7;2.8,8.1,4;6.7,3.8,8;5.7,1.1,5;7.8,7.0,1;0.2,6.5,6;5.3,0.9,7;1.3,0.9,4"
709,4,"13.5,7.6,6;11.6,2.1,1;13.6,8.2,8;10.4,5.7,10;11.7,9.3,9"
710,2,"5.6,0.5,3;8.1,1.9,6;6.2,0.7,9;6.0,2.1,2;7.0,2.0,8"
711,1,"5.6,5.0,5;8.0,0.9,1;5.1,0.7,6;5.0,2.5,1;2.4,0.8,10;3.9,1.0,6;2.3,0.9,4"
712,1,"8.6,0.5,8;7.3,4.5,3;9.7,3.1,4;7.0,1.2,2;3.0,1.8,4;3.4,1.9,4;8.5,1.8,8;2.6,0.8,3;4.4,1.2,10;3.3,4.2,9;9.7,5.6,8;3.3,0.6,10;2.5,1.2,6;7.2,5.2,3;6.5,2.5,3;5.6,3.3,4;6.5,0.8,3;3.9,4.7,1"
713,3,"1.7,1.2,10;0.5,7.3,3;5.8,3.1,2;7.5,0.9,5;7.4,0.5,1;7.8,2.8,4"
714,,"0,7.0,5;0,7.6,5;0,7.4,5;0,7.6,5;0,7.0,5;0,7.4,5;0,7.2,5;0,7.8,5;0,7.1,5;0,8.1,5"
715,4,"0,9.9,3;0,10.6,4;2.2,2.7,4;0.6,8.5,5;2.7,2.3,4;1.3,7.6,7;2.3,3.8,4;0.7,4.3,3;0,4.0,4;2.4,10.9,6;1.4,6.7,7;0,5.3,3;3.1,3.2,3;1.7,13.3,4;1.9,11.3,6;0,6.9,3"
716,2,"0.2,3.9,4;4.7,7.3,3;1.6,10.7,5;0,5.2,5;3.6,8.2,4"
717,,"0,13.9,5;0,12.6,5;0,12.9,5;0,13.7,5;0,14.8,5"
718,5,"3.9,3.1,7;3.8,4.5,5;3.2,11.5,5;5.6,5.0,5"
719,2,"0.7,1.7,5;8.1,4.5,3;1.8,4.8,8;8.9,3.6,8;6.4,1.0,7;7.1,1.1,9;8.3,2.0,9;3.3,0.5,6;5.1,2.8,10;8.0,7.6,8;6.5,5.8,3;7.6,1.5,7;7.9,1.7,5;4.6,2.5,10;5.5,3.8,3;4.7,3.0,8;2.4,0.8,5"
720,3,"3.4,0.9,2;9.1,0.9,8;3.1,1.7,10;0.6,1.6,4;5.0,1.1,10;8.7,1.4,9;8.8,4.0,3;1.6,0.8,6;4.2,2.8,7;4.5,1.2,6;0.3,3.3,5;9.3,4.0,10;7.8,1.3,9;8.2,7.4,4"
721,,"0,7.3,5;0,6.8,5;0,7.0,5;0,7.1,5"
722,3,"0.6,1.1,8;1.1,1.7,4;1.6,6.9,3;2.5,3.5,9;4.8,2.1,9;6.6,2.7,7;5.8,0.8,8;3.4,5.8,9;7.6,3.3,7"
723,3,"2.1,6.9,5;0.5,5.2,4;3.6,5.4,7;4.8,7.5,3;4.7,6.6,4;5.1,10.7,4;5.4,8.7,7;1.4,5.5,7;1.1,6.8,7;3.0,13.3,7;3.8,3.5,5"
724,4,"2.6,8.5,7;0,8.6,3;0,1.4,5;1.9,12.6,4;4.4,4.0,3;0.4,2.6,3;0,13.3,7;0.6,4.2,5;1.8,6.2,6;0,6.1,3;0.5,3.4,7;2.2,13.8,7"
725,2,"0.3,0.5,4;7.7,10.7,8;2.2,2.4,2;0.6,2.6,3;7.8,4.5,5;3.8,0.6,2;1.7,1.9,3;4.3,1.7,10;0.9,2.2,3;1.3,2.5,4;4.7,1.1,8;6.3,1.1,8;0.3,1.4,4;3.3,1.2,1;4.9,3.4,4;0.4,0.9,2;7.0,1.9,8;8.7,4.9,10;3.1,0.8,5"
726,2,"7.2,1.8,9;6.3,0.6,10;9.9,1.0,3;4.5,1.8,8;8.4,3.7,2;5.6,13.6,3;3.2,5.2,3;7.5,1.1,2;8.5,2.1,10;8.1,1.9,10;3.2,0.7,9;9.3,4.6,6;4.1,4.8,7;2.5,7.5,3;5.6,2.1,9;0.5,6.0,10;7.3,2.7,10;3.3,0.6,6;6.6,1.3,10"
727,3,"3.1,7.4,9;8.4,5.4,7;3.6,7.9,5;17.9,9.9,7;11.4,5.3,5;8.9,8.8,8;19.3,1.6,10;12.0,3.9,9;17.3,6.4,7;7.4,5.0,6;2.7,8.8,5;16.2,4.9,7;0.4,6.5,1;3.1,6.9,9"
728,3,"3.7,14.3,7;6.6,8.6,4;6.0,8.2,6;4.3,6.2,4;6.5,11.4,4;1.3,6.0,6;6.7,8.9,3;9.2,10.5,4"
729,3,"0,14.4,3;4.8,6.4,6;2.5,1.6,5;0.6,4.5,5;4.9,1.6,3;5.0,11.9,5;5.9,10.1,3;3.8,3.5,5;1.7,9.7,4;4.7,3.0,4;3.7,12.1,3;5.0,3.3,6"
730,,"0,12.3,5;0,13.0,5;0,13.2,5;0,14.1,5;0,14.3,5"
731,3,"0.9,1.7,9;6.1,0.7,9;2.3,3.1,9;7.8,1.8,9;0.2,1.9,9;9.4,2.8,3;5.3,2.6,2;0.5,0.5,6"
732,2,"0.7,0.7,9;0.0,3.8,5;1.3,1.1,5;1.0,2.0,7;2.1,1.0,4;2.4,3.0,5;5.9,1.9,6;9.0,7.6,4;0.4,0.7,2;2.2,2.8,9;4.7,2.9,10;0.9,2.5,7"
733,2,"1.5,8.6,7;16.7,6.7,5;17.1,2.8,5;11.5,4.9,10;6.6,7.7,7;5.9,1.1,5;15.4,5.6,5;10.9,5.5,7;16.4,6.5,6;19.0,7.9,9;11.3,5.4,9;19.6,2.9,7;15.1,5.0,7;3.3,9.3,6;1.6,2.4,1;1.9,2.5,6;3.4,5.4,9;0.3,6.0,7;8.2,8.7,9;10.0,9.9,9"
734,4,"8.4,9.8,7;12.0,5.8,5;9.0,6.6,10;12.9,8.6,1"
735,,"0,13.0,5;0,12.9,5;0,12.9,5;0,12.7,5"
736,1,"15.3,1.5,1;17.6,8.9,7;4.8,4.4,7;5.3,2.7,9;15.1,5.7,6;16.7,6.4,9;17.2,1.7,10;14.8,1.8,7;6.0,1.2,10;5.8,5.3,6;8.9,4.0,5;5.8,8.7,9;3.4,9.3,9;14.3,7.1,7;17.1,8.9,9;6.6,1.7,9;15.4,6.4,9;13.8,4.1,6;3.9,9.0,9"
737,3,"3.4,9.8,5;6.4,13.3,3;5.4,13.1,5;7.3,6.6,3;2.3,14.3,6;7.1,14.2,6;5.5,5.3,4;4.4,2.6,6;3.1,10.5,5;6.5,2.2,6;4.2,14.8,6"
738,2,"1.5,0.8,6;3.7,0.6,9;1.3,2.2,2;3.1,8.4,7;7.6,1.2,6;4.8,3.2,6;4.7,0.7,4;4.7,2.4,10"
739,3,"0.6,2.5,8;6.5,0.6,3;4.6,1.6,5;7.5,1.2,10;6.0,1.0,10;5.4,2.6,2;4.9,0.9,6;3.8,5.8,5;3.4,0.6,6;5.6,1.7,4;5.2,1.1,9;8.2,7.0,7;1.7,8.1,10;9.3,5.6,9;4.9,1.0,4;3.0,0.9,10;7.1,1.9,3;1.6,3.2,8;7.8,6.0,1;9.4,4.4,5"
740,4,"2.4,2.5,1;5.3,2.7,4;6.6,2.2,9;8.4,0.7,9;0.0,0.9,7;5.8,3.0,1;4.0,0.8,2;3.9,0.7,8;7.4,2.3,4;7.5,2.2,2;3.5,4.8,6;7.7,0.8,6;0.7,4.6,6;1.6,3.0,7;5.4,0.9,5;0.4,2.3,4"
741,3,"2.6,4.3,10;8.7,0.6,6;2.7,1.0,1;2.7,0.6,1;7.0,0.9,9;3.9,2.9,4;1.3,1.5,4;6.2,4.3,5;1.3,0.6,4;9.7,5.1,6;1.3,2.7,10;9.1,3.8,7;2.3,0.5,5;0.2,5.2,8;7.9,1.7,9;3.9,3.5,2"
742,5,"0.4,8.8,5;2.3,2.1,4;2.8,3.9,3;2.1,10.9,7;1.2,12.1,6;4.8,5.1,3;1.5,11.2,3;2.6,5.9,3;1.9,13.7,7;3.4,12.2,3;1.0,8.6,6;0,7.1,6;1.6,12.5,6;3.0,2.4,7;1.3,12.1,5;2.3,13.0,5;0,6.4,4;1.3,3.1,7"
743,3,"9.3,0.6,7;6.6,2.7,6;0.4,6.5,6;4.8,1.0,8;2.7,4.8,6;5.9,1.7,10;9.6,1.4,5;5.3,0.5,8;5.2,0.6,4;0.3,4.4,1;1.7,1.0,4;0.0,2.1,8;3.4,8.4,5;8.7,3.6,6;8.8,0.8,6;8.5,2.2,8;3.6,1.2,2"
744,4,"2.3,4.0,7;6.2,7.1,6;1.8,14.9,5;7.9,10.7,4;5.6,5.0,5;2.9,4.4,6;2.9,14.0,5;6.4,4.5,3;4.4,12.7,3;6.2,9.8,7;3.6,9.5,7;5.5,13.6,5;5.6,10.9,6;3.5,4.1,3;3.9,9.9,6"
745,3,"4.3,5.0,8;1.3,0.5,5;0.7,2.2,2;4.5,1.8,8;3.8,0.5,1;9.6,3.7,1;2.0,2.8,1;5.0,2.4,8;6.1,0.6,9"
746,2,"7.7,1.2,6;0.2,3.2,5;6.6,7.1,1;9.7,4.6,10;0.2,3.0,7;8.4,3.3,3"
747,3,"6.3,2.1,3;4.3,3.6,6;2.6,1.0,2;9.0,0.6,5;2.3,0.7,7;6.8,1.6,9;7.2,4.9,7;5.9,1.0,8;0.7,5.1,9;3.4,3.3,5;0.3,4.8,5;2.9,0.9,9;0.4,1.0,8;8.5,4.9,5;5.6,1.0,1;4.5,1.7,7"
748,3,"5.7,3.0,10;7.9,4.7,1;1.8,1.9,3;4.8,2.5,3;7.8,0.7,8;0.8,1.8,6;5.3,1.2,2"
749,5,"4.0,14.1,3;7.2,14.8,4;2.0,10.8,3;3.7,1.3,7;5.9,9.9,5;1.6,1.3,4;5.8,2.7,6;3.0,7.6,6;4.3,8.7,7;2.3,4.7,7;5.2,6.1,3;3.4,9.2,7;3.8,2.2,3;1.5,7.1,7;4.7,9.7,3;6.1,12.2,5;2.2,1.8,4"
750,4,"3.2,12.4,4;2.3,1.9,7;1.3,3.4,3;2.4,10.6,3;0.7,12.5,5;0,14.8,4;3.4,7.6,6;2.1,5.0,4;3.4,12.1,3;0.3,3.1,4;0,1.5,6;2.1,9.1,6;1.4,12.4,7;0,2.7,6;0,4.4,4"
751,4,"5.8,3.3,7;11.4,3.6,1;15.1,5.6,7;9.2,3.8,8;14.4,2.1,8;7.0,7.8,10;4.0,7.6,7"
752,2,"5.3,1.0,10;5.3,3.4,2;1.5,4.1,3;5.5,5.0,2;2.4,0.6,10;3.0,3.7,10;4.9,0.7,9;7.7,2.0,7;5.2,4.8,10"
753,3,"7.4,1.1,3;6.1,6.4,7;3.3,2.2,6;6.8,6.3,4;3.4,14.8,4;5.5,14.0,5;2.4,8.8,3;4.2,3.8,3;5.8,7.6,3;3.2,8.0,7;4.2,14.4,7;4.6,4.3,3;2.7,9.7,7;0,9.1,5;2.6,2.0,5;3.9,5.9,7;8.8,4.5,6;5.1,10.6,5"
754,3,"4.6,1.0,7;9.5,5.0,6;0.0,0.9,2;9.4,7.2,6;8.0,2.9,4;3.6,1.4,6;1.7,4.2,6;3.8,5.1,6;8.4,4.8,1;7.5,0.7,1;9.0,4.5,8;0.7,5.1,7"
755,3,"7.5,7.9,6;14.8,9.5,10;3.5,8.5,6;2.7,7.4,10;2.2,6.9,8;7.0,9.4,1;2.0,5.2,9;16.3,8.4,8;2.4,4.2,8;9.6,7.7,7;12.5,9.5,5;10.4,2.2,6;13.9,5.2,8;1.5,9.9,5;13.8,3.2,5;11.4,4.8,6"
756,3,"4.6,4.9,7;5.8,7.6,3;5.3,7.3,7;6.5,12.5,4;7.9,2.1,6;6.1,5.5,6;6.4,6.9,4;3.5,11.8,7;4.3,2.9,6;3.6,13.7,7;2.6,8.7,6;4.5,5.7,7;6.3,14.7,5;3.2,8.8,6;3.8,9.3,6;8.0,13.1,3"
757,4,"3.0,2.6,9;2.6,1.3,2;5.6,1.8,2;3.7,0.7,9"
758,,"0,12.6,5;0,12.7,5;0,12.6,5;0,15.0,5;0,14.0,5;0,14.3,5;0,13.4,5"
759,3,"0,3.4,6;0,1.3,4;1.9,10.4,4;1.8,9.3,4;1.3,6.4,3;0,7.4,7;3.7,11.7,5"
760,2,"1.9,1.1,6;15.4,4.7,9;12.1,9.7,1;3.5,2.9,5;13.1,4.9,8"
761,4,"0.6,9.1,6;2.6,2.6,5;4.0,11.0,7;5.2,9.6,5;3.8,5.7,4;4.2,11.9,6"
762,1,"3.8,2.4,1;13.2,6.3,8;17.5,4.9,9;8.7,5.9,7;17.4,5.5,5;4.0,1.5,9;14.3,4.7,9;3.5,1.2,6;16.4,9.6,10;0.3,5.1,5;12.8,4.5,10;3.0,2.6,6;8.3,8.2,5"
763,1,"19.1,6.5,10;11.4,2.7,1;9.7,8.0,6;9.4,1.6,8;1.0,5.4,10;10.7,6.8,6;16.7,3.2,9;17.5,7.8,8"
764,4,"8.4,4.5,6;15.3,1.2,6;11.5,2.6,7;9.3,9.4,10;7.3,9.7,9;9.9,4.2,5;10.6,6.8,8;1.2,3.5,9;3.0,8.8,6;0.1,9.0,1;11.2,5.2,7;7.3,1.3,5;11.6,3.9,6;2.9,2.1,7;8.5,8.6,7;8.1,9.1,7;19.9,6.7,10"
765,4,"0,13.3,6;0.1,15.0,3;2.1,6.2,7;0,9.7,3;3.5,3.4,3;1.5,7.9,5;0.5,1.8,5;4.1,8.5,3;0,9.6,3;1.8,8.7,5;0.8,14.0,5;0.3,6.3,7"
766,5,"1.9,13.8,7;3.2,3.6,7;6.8,8.1,3;1.9,3.7,7;5.0,4.5,7;2.7,10.0,7;0.1,4.1,4;3.7,8.7,3;2.8,3.4,5;5.2,3.8,4;0,12.8,6;0,10.8,7;0.3,7.1,4;0,10.3,5"
767,4,"3.6,1.2,5;0.3,1.9,4;2.7,0.8,3;7.3,5.4,4;2.4,1.0,10;4.0,1.9,6;7.7,2.1,6;5.1,0.7,8;7.6,4.0,1"
768,1,"0.5,1.6,10;3.8,3.3,2;6.3,3.0,4;5.0,4.4,6"
769,3,"6.8,1.1,3;6.9,0.9,5;8.9,1.1,9;6.9,3.1,6"
770,3,"5.8,4.7,7;7.4,4.8,9;9.1,0.8,9;4.8,0.8,3;4.0,1.1,5;4.5,1.1,1;1.5,1.5,10;3.4,5.7,1;9.9,0.6,10;6.9,1.6,5;6.3,2.1,8;4.7,2.9,5;5.8,1.5,5;6.6,1.3,2;6.1,1.0,10"
771,,"0,13.3,5;0,14.3,5;0,14.5,5;0,13.0,5;0,13.2,5;0,13.4,5;0,13.1,5;0,14.3,5;0,13.1,5;0,14.5,5"
772,3,"4.1,3.9,7;3.2,1.0,10;2.9,1.5,9;9.4,0.7,4;3.5,0.6,7;3.2,1.2,2;7.0,5.4,10;6.2,2.6,6;1.3,3.8,6;6.6,2.5,4;2.9,0.6,4;9.0,1.7,5;2.6,1.6,4;6.0,2.1,5;10.0,0.5,1;5.5,1.6,7"
773,1,"1.3,2.9,10;9.8,4.4,5;8.0,1.3,6;6.2,2.4,3;2.9,1.0,10;1.2,0.6,10;4.7,0.8,1;3.2,0.5,8;9.8,0.5,8;10.0,2.2,9;8.9,2.5,3;2.8,2.1,2"
774,3,"3.8,7.0,9;12.0,9.4,5;18.1,3.4,6;17.0,8.9,10;6.9,1.0,7;11.4,6.2,7;10.0,8.5,8;17.5,5.9,1"
775,,"0,12.7,5;0,12.5,5;0,11.9,5;0,13.3,5;0,12.0,5;0,12.1,5;0,13.4,5;0,13.2,5;0,12.9,5;0,13.3,5;0,14.2,5;0,12.0,5;0,13.3,5"
776,4,"17.3,8.2,5;7.1,4.9,7;9.7,9.6,10;9.0,2.0,10;9.1,3.1,9;11.8,9.3,10;4.2,1.7,10;7.1,6.0,10;7.1,8.7,10;9.3,2.1,10;1.5,2.2,1;12.5,7.1,9;4.7,7.5,10"
777,3,"3.2,9.6,5;3.7,11.1,5;1.5,4.5,6;1.2,10.2,4;3.4,7.9,6;3.9,4.5,6;2.5,6.3,6;0.8,8.0,5;2.4,8.5,4;0.1,11.2,5;2.9,11.9,6"
778,3,"6.9,1.4,9;9.8,2.1,3;0.8,1.3,5;8.8,2.0,10;4.3,3.7,10;6.5,0.7,5;1.4,2.9,5;5.1,4.8,9;4.1,1.1,3;5.9,5.6,5"
779,,"0,6.7,5;0,7.1,5;0,7.0,5;0,6.9,5;0,7.2,5;0,6.3,5;0,6.5,5;0,6.2,5;0,6.8,5;0,7.4,5;0,6.7,5;0,6.8,5;0,6.9,5;0,6.9,5;0,6.7,5;0,6.1,5"
780,5,"0,6.4,3;3.9,6.8,5;1.2,3.5,6;4.0,1.7,4;3.6,9.7,3"
781,3,"3.4,4.3,6;0,13.2,6;0,7.6,5;0,12.3,7;1.6,1.2,4;0.5,8.7,4;1.7,6.1,6;0.8,11.8,3"
782,4,"5.9,1.2,2;0.5,0.6,10;2.5,0.5,1;4.3,1.6,7;7.6,1.3,1;3.7,1.4,6;7.8,2.0,9;6.7,1.4,3;4.9,3.0,6;7.0,1.2,4;3.8,2.9,8;4.2,1.9,7;3.2,3.3,7;0.2,2.4,3;8.7,1.8,10;0.1,4.0,7;9.6,1.7,10;8.9,1.9,2;6.0,8.0,8;5.4,0.9,6"
783,4,"0,13.9,4;0,3.4,3;0,9.0,4;0,13.3,7;1.1,10.5,6;0,5.4,4;0,7.2,5;0,12.6,5;1.2,7.8,4;0,14.3,7;1.9,8.4,7;1.2,11.9,5;3.9,12.8,6;1.0,12.8,3;0,13.3,6"
784,,"0,15.6,5;0,15.5,5;0,13.8,5;0,14.1,5;0,16.3,5;0,15.2,5;0,13.9,5;0,16.1,5"
785,2,"6.0,2.4,5;6.1,10.9,3;2.9,5.9,5;6.6,8.2,6;1.1,8.7,3;6.4,9.0,6;0,7.6,7;3.3,7.1,6;3.9,13.0,3;3.4,10.7,5;3.2,13.2,5"
786,5,"4.4,14.9,6;6.0,14.4,7;0.6,7.6,7;1.2,13.4,3;0.9,1.8,7;5.1,6.3,3;3.6,1.4,5;0,11.8,7;1.1,5.8,3;6.0,9.6,3;2.3,13.2,3;0,7.3,5"
787,4,"9.3,1.0,7;8.5,5.3,8;3.1,2.5,9;9.4,9.9,6"
788,2,"0.1,0.7,7;8.6,1.9,10;7.1,1.6,7;4.2,1.1,6;3.9,2.7,9;2.7,0.8,5;8.1,1.3,9;6.8,1.8,5;3.6,1.7,8;5.2,1.7,3;4.0,1.9,7;6.7,2.8,7;4.1,1.0,6;5.0,1.1,2;3.6,1.1,7;5.2,2.8,6;8.5,1.2,8"
789,4,"18.1,3.1,8;5.0,5.9,1;6.7,2.5,10;14.5,2.0,7;19.6,10.0,8;3.6,9.3,5;7.0,8.7,8;6.8,1.3,5;18.1,9.3,9;7.2,7.2,9;6.9,2.4,8;6.4,3.8,5;17.0,4.9,7;15.5,6.5,6;11.7,8.2,9;5.7,6.4,5;9.6,1.7,6"
790,3,"4.5,5.5,5;9.6,4.5,5;5.0,5.0,10;11.2,4.5,1;15.7,1.2,7"
791,1,"14.2,9.8,7;7.2,2.9,10;10.5,7.5,9;16.7,6.1,10;16.8,4.6,10;10.6,2.3,1;15.3,8.9,10;11.1,7.9,6;2.8,8.3,6;9.4,8.9,9;19.4,9.5,8;11.0,6.9,10;17.2,1.5,8"
792,3,"7.1,3.2,10;8.3,1.6,10;9.5,0.6,3;5.5,4.0,6;9.9,9.6,8;7.3,1.0,1;8.8,2.9,4;4.3,12.1,5;6.1,1.8,6;3.5,3.1,5;5.6,4.0,9;7.3,1.8,6;8.0,0.9,8;2.3,2.7,7;1.0,1.6,6"
793,,"0,8.1,5;0,8.2,5;0,8.1,5;0,8.9,5;0,8.4,5;0,8.6,5;0,8.0,5;0,8.0,5;0,9.1,5"
794,2,"9.8,4.0,4;5.5,5.5,5;6.2,1.1,9;9.4,2.4,6;2.0,2.8,6;6.5,0.6,7;0.8,2.5,9;7.4,1.3,5;6.9,1.1,1;0.1,4.7,8;6.8,1.3,10;9.0,0.5,2"
795,3,"0.5,1.7,1;8.0,0.6,8;9.0,0.6,4;8.6,0.9,2;0.5,2.2,9"
796,5,"0,12.1,3;0,8.0,7;2.2,11.0,4;1.4,2.3,5;1.0,7.0,6;0.9,11.5,6;4.4,6.6,5;3.2,4.2,4"
797,2,"2.8,10.5,7;3.0,9.3,5;3.3,3.8,6;4.5,5.0,3;0,8.6,3;3.5,3.3,6;5.3,12.4,7;2.4,12.9,6;0.4,8.8,4;0,7.5,5;3.5,14.8,6;2.3,2.9,5;4.2,5.9,6;0.0,4.9,3;4.1,6.7,7;1.8,9.8,3;0.4,9.2,5;2.7,2.3,5;0,13.0,3"
798,2,"0.3,4.5,4;2.8,1.4,3;0.7,3.3,6;2.9,4.6,2;4.9,3.2,2;7.6,3.6,8;3.7,3.7,7;2.5,2.1,4;2.2,2.6,4;6.9,2.8,6;3.5,5.1,9;6.4,5.5,6;8.9,1.7,10;0.4,2.0,6"
799,3,"2.1,1.5,6;12.9,3.5,5;4.3,2.3,10;3.6,3.7,6;19.2,4.3,10;10.3,8.5,8;17.1,5.3,9;5.6,7.2,1;0.8,3.4,7;2.6,4.5,9;16.3,2.6,8;0.2,7.9,9"
800,5,"1.7,3.6,6;2.1,5.7,3;2.6,7.5,6;2.2,3.4,6;4.5,7.4,7;9.3,8.0,3;0.5,6.6,7;3.6,6.8,5;3.3,5.3,3;0.9,5.2,7;4.8,13.8,7;5.2,10.8,7;7.9,11.2,7"
801,5,"4.4,1.3,4;3.9,6.6,3;4.6,1.2,5;4.4,1.0,3;0.8,4.3,7;5.2,3.2,7;1.7,3.7,4;0,1.8,4;0,13.4,4;0.8,2.4,4;0,4.4,4"
802,4,"0.7,2.0,9;4.4,4.2,3;6.0,6.2,8;1.3,4.2,10;4.3,2.5,1;9.9,1.2,1;4.0,0.7,3;2.7,0.6,2;0.9,3.1,4;6.1,0.7,1;7.4,5.0,1;4.5,3.9,3;0.1,1.5,3"
803,,"0,13.3,5;0,15.0,5;0,15.8,5;0,13.5,5;0,13.4,5;0,14.7,5;0,13.8,5;0,14.0,5;0,15.9,5;0,16.1,5"
804,1,"4.9,0.8,5;8.7,3.2,3;6.6,2.0,4;9.4,0.8,9;7.8,3.0,7;2.1,7.5,7;6.0,3.1,6;3.3,1.1,5;7.7,2.0,6;4.7,1.7,1;6.4,3.1,9;9.0,1.5,3;8.3,1.1,9;6.8,4.9,4;6.6,0.7,10;2.8,2.6,2;3.5,0.9,2;5.3,1.6,1"
805,3,"12.7,5.8,7;7.8,4.9,8;5.5,1.9,9;10.1,6.5,7;15.1,4.5,5;13.3,2.3,6;8.2,4.2,7;9.5,1.7,7;4.8,7.8,9;14.8,8.8,6;5.8,1.3,5;9.2,6.6,7;1.2,8.3,8;0.3,3.1,9;18.1,1.8,1;19.8,2.7,9"
806,3,"0,4.1,4;1.9,7.7,4;3.1,10.9,3;0,8.3,4;0.6,11.6,7;2.0,5.6,4;3.2,12.5,7;0,10.4,3;0,8.5,4;0,2.3,6;0,13.6,3;0.9,12.5,3;0,14.5,6;2.7,8.6,5;1.2,8.7,4;2.3,4.2,5;1.9,1.4,4"
807,1,"3.4,2.1,6;9.0,5.6,1;7.9,1.4,4;3.9,0.5,2;4.5,1.0,10;9.7,3.1,1;1.3,2.9,6;8.7,0.6,2;9.1,2.3,10;7.4,0.9,9;6.5,1.4,10;1.2,3.1,3;4.1,0.8,4"
808,2,"3.7,6.5,6;0.3,12.2,7;3.6,10.9,4;2.8,13.7,4;3.9,14.1,3;2.6,3.0,3;3.9,8.9,5;3.4,7.6,4;3.8,5.2,7;2.3,3.7,5;3.5,3.5,7"
809,4,"0.4,1.4,1;1.6,4.3,3;2.0,3.1,4;0.6,8.2,1;4.6,1.1,2"
